MatriceDistance_km;Abuna;Amazon1;Amazon2;Amazon5;Amazon8;Amazon9;Andira1;Apaporis;Apurimac1;Arinos;Aripuana;Bacaja;Beni;Blanco_Baures;Branco;Candeias;Canuma;Caqueta1;Chapare;Coari;Curaray;Curua;Curua_Una;Demini;Fresco;Grande;Guapore;Huallaga;Iriri;Isiboro;Itonamas;Jamanxim;Japura1;Jari;Jatapu;Javary1;Jiparana;Jurua1;Juruena1;Jutai;Luna;Madera1;Madera2;Madera3;Madera4;Madera6;Madre_Dios;Mamore1;Mamore2;Mantaro;Maranon1;Maranon3;Maranon5;Marmelos;Maues;Napo1;Napo2;Negro1;Negro2;Negro3;Negro5;Nhamunda;Orthon;Pachitea;Paru_Este;Pastaza;Purus1;Purus2;Purus3;Putumayo;Roosevelt;Santiago;Solimoes1;Solimoes2;Solimoes3;Solimoes4;Solimoes7;Solimoes8;Solimoes9;Tapajos1;Tapajos2;Tapaua;Tefe;Teles_Pires;Tigre;Trombetas1;Uatuma1;Uaupes;Ucayali1;Ucayali2;Unini;Urubamba;Xingu1;Xingu3;Xingu4;Xingu6;Yacuma
Purus1;1913445.33;1839863.616;1686266.079;1112133.209;686579.891;456001.1165;825437.3796;1228630.406;3953022.493;2646486.783;795190.0954;2082824.112;2180375.102;2422198.297;671431.553;1542080.05;1309253.088;1228630.406;3071048.061;214926.3219;2277276.184;1382089.347;1334760.371;852768.4649;2685380.277;2948460.534;2268455.033;2512207.33;2260371.589;2948460.534;2407721.886;1682380.351;424258.2112;1686266.079;798183.7481;1461348.301;1432710.268;666721.039;2150792.075;847698.3432;456001.1165;456001.1165;795190.0954;1054114.88;1432710.268;1913445.33;2017440.875;2017440.875;2268455.033;3953022.493;2156010.342;2512207.33;2824204.285;1054114.88;1083971.222;1945150.94;2277276.184;248260.1065;575810.0624;852768.4649;1462478.069;1071749.651;2145108.553;3201621.332;1610959.822;2622673.36;0;872457.7833;1234343.7;1067869.703;1139425.161;2824204.285;248260.1065;0;214926.3219;424258.2112;1067869.703;1461348.301;1945150.94;1262988.112;1682380.351;872457.7833;451247.7034;2150792.075;2246269.72;1026127.938;686579.891;1462478.069;2156010.342;3201621.332;600937.4959;3608417.84;1705067.593;2260371.589;2685380.277;3408847.843;2643497.606
Purus2;2785903.113;2712321.399;2558723.862;1984590.992;1559037.674;1328458.9;1697895.163;2101088.19;4825480.276;3518944.566;1667647.879;2955281.895;3052832.886;3294656.08;1543889.336;2414537.834;2181710.871;2101088.19;3943505.844;1087384.105;3149733.967;2254547.131;2207218.155;1725226.248;3557838.06;3820918.317;3140912.816;3384665.113;3132829.372;3820918.317;3280179.669;2554838.134;1296715.994;2558723.862;1670641.531;2333806.084;2305168.051;1539178.822;3023249.858;1720156.127;1328458.9;1328458.9;1667647.879;1926572.663;2305168.051;2785903.113;2889898.658;2889898.658;3140912.816;4825480.276;3028468.125;3384665.113;3696662.068;1926572.663;1956429.005;2817608.723;3149733.967;1120717.89;1448267.846;1725226.248;2334935.853;1944207.435;3017566.336;4074079.115;2483417.605;3495131.144;872457.7833;0;361885.9172;1940327.486;2011882.945;3696662.068;1120717.89;872457.7833;1087384.105;1296715.994;1940327.486;2333806.084;2817608.723;2135445.895;2554838.134;0;1323705.487;3023249.858;3118727.503;1898585.721;1559037.674;2334935.853;3028468.125;4074079.115;1473395.279;4480875.623;2577525.376;3132829.372;3557838.06;4281305.626;3515955.389
Purus3;3147789.031;3074207.316;2920609.78;2346476.909;1920923.591;1690344.817;2059781.08;2462974.107;5187366.193;3880830.483;2029533.796;3317167.812;3414718.803;3656541.998;1905775.253;2776423.751;2543596.788;2462974.107;4305391.762;1449270.022;3511619.885;2616433.048;2569104.072;2087112.165;3919723.977;4182804.234;3502798.733;3746551.03;3494715.29;4182804.234;3642065.586;2916724.052;1658601.912;2920609.78;2032527.449;2695692.001;2667053.968;1901064.739;3385135.776;2082042.044;1690344.817;1690344.817;2029533.796;2288458.581;2667053.968;3147789.031;3251784.576;3251784.576;3502798.733;5187366.193;3390354.042;3746551.03;4058547.985;2288458.581;2318314.923;3179494.64;3511619.885;1482603.807;1810153.763;2087112.165;2696821.77;2306093.352;3379452.253;4435965.033;2845303.522;3857017.061;1234343.7;361885.9172;0;2302213.404;2373768.862;4058547.985;1482603.807;1234343.7;1449270.022;1658601.912;2302213.404;2695692.001;3179494.64;2497331.813;2916724.052;361885.9172;1685591.404;3385135.776;3480613.42;2260471.639;1920923.591;2696821.77;3390354.042;4435965.033;1835281.196;4842761.54;2939411.293;3494715.29;3919723.977;4643191.543;3877841.306
Putumayo;2981315.033;2907733.319;2754135.782;2180002.912;1754449.594;1523870.82;1893307.083;1447983.687;2885152.789;3714356.486;1863059.799;3150693.815;3248244.806;3490068;1739301.256;2609949.754;2377122.791;1447983.687;4138917.764;852943.3813;1209406.481;2449959.05;2402630.075;1920638.168;3753249.98;4016330.237;3336324.736;1444337.627;3328241.292;4016330.237;3475591.589;2750250.054;643611.492;2754135.782;1866053.451;393478.5977;2500579.971;401148.6642;3218661.778;220171.3599;1523870.82;1523870.82;1863059.799;2121984.583;2500579.971;2981315.033;3085310.578;3085310.578;3336324.736;2885152.789;1088140.639;1444337.627;1756334.582;2121984.583;2151840.925;877281.2367;1209406.481;1316129.81;1643679.766;1920638.168;2530347.772;2139619.355;3212978.256;2133751.629;2678829.525;1554803.657;1067869.703;1940327.486;2302213.404;0;2207294.865;1756334.582;1316129.81;1067869.703;852943.3813;643611.492;0;393478.5977;877281.2367;2330857.815;2750250.054;1940327.486;616621.9997;3218661.778;1178400.017;2093997.641;1754449.594;2530347.772;1088140.639;2133751.629;1668807.199;2540548.136;2772937.296;3328241.292;3753249.98;4476717.546;3711367.309
Roosevelt;1462490.301;2110402.567;1956805.03;1382672.16;957118.8422;683424.045;1095976.331;2368055.568;5092447.654;2917025.734;344235.0661;2353363.063;1729420.073;1971243.268;1314336.501;1091125.021;1579792.039;2368055.568;2620093.032;1354351.483;3416701.345;1652628.299;1605299.323;1495673.413;2955919.228;2497505.504;1817500.003;3651632.491;2530910.54;2497505.504;1956766.856;1952919.302;1563683.373;1956805.03;1068722.699;2600773.462;981755.2387;1806146.2;2421331.026;1987123.505;683424.045;683424.045;344235.0661;603159.8507;981755.2387;1462490.301;1566485.846;1566485.846;1817500.003;5092447.654;3295435.503;3651632.491;3963629.446;603159.8507;1354510.173;3084576.101;3416701.345;891165.055;1218715.011;1495673.413;2105383.018;1342288.603;1694153.523;4341046.494;1881498.773;3762098.522;1139425.161;2011882.945;2373768.862;2207294.865;0;3963629.446;891165.055;1139425.161;1354351.483;1563683.373;2207294.865;2600773.462;3084576.101;1533527.063;1952919.302;2011882.945;1590672.865;2421331.026;3385694.881;1296666.889;957118.8422;2105383.018;3295435.503;4341046.494;1243842.444;4747843.001;1975606.544;2530910.54;2955919.228;3679386.794;2192542.577
Santiago;4737649.615;4664067.901;4510470.364;3936337.494;3510784.176;3280205.401;3649641.664;3204318.269;2465206.094;5470691.068;3619394.38;4907028.397;5004579.387;5246402.582;3495635.838;4366284.335;4133457.373;3204318.269;5895252.346;2609277.963;1211178.589;4206293.632;4158964.656;3676972.75;5509584.562;5772664.818;5092659.318;311996.9549;5084575.874;5772664.818;5231926.171;4506584.636;2399946.074;4510470.364;3622388.033;1362855.984;4256914.553;2157483.246;4974996.36;1976505.942;3280205.401;3280205.401;3619394.38;3878319.165;4256914.553;4737649.615;4841645.16;4841645.16;5092659.318;2465206.094;668193.9432;311996.9549;0;3878319.165;3908175.507;879053.3451;1211178.589;3072464.391;3400014.347;3676972.75;4286682.354;3895953.936;4969312.838;1713804.934;4435164.106;201530.9246;2824204.285;3696662.068;4058547.985;1756334.582;3963629.446;0;3072464.391;2824204.285;2609277.963;2399946.074;1756334.582;1362855.984;879053.3451;4087192.397;4506584.636;3696662.068;2372956.581;4974996.36;577934.5652;3850332.223;3510784.176;4286682.354;668193.9432;1713804.934;3425141.781;2120601.441;4529271.878;5084575.874;5509584.562;6233052.128;5467701.891
Solimoes1;1665185.224;1591603.509;1438005.973;863873.1023;438319.7845;207741.01;577177.2731;1476890.513;4201282.599;2398226.676;546929.9889;1834564.005;1932114.996;2173938.191;423171.4465;1293819.944;1060992.981;1476890.513;2822787.955;463186.4283;2525536.291;1133829.241;1086500.265;604508.3584;2437120.17;2700200.427;2020194.926;2760467.436;2012111.483;2700200.427;2159461.779;1434120.245;672518.3177;1438005.973;549923.6416;1709608.407;1184450.162;914981.1454;1902531.969;1095958.45;207741.01;207741.01;546929.9889;805854.7735;1184450.162;1665185.224;1769180.769;1769180.769;2020194.926;4201282.599;2404270.448;2760467.436;3072464.391;805854.7735;835711.1156;2193411.046;2525536.291;0;327549.9559;604508.3584;1214217.963;823489.5449;1896848.446;3449881.439;1362699.715;2870933.467;248260.1065;1120717.89;1482603.807;1316129.81;891165.055;3072464.391;0;248260.1065;463186.4283;672518.3177;1316129.81;1709608.407;2193411.046;1014728.006;1434120.245;1120717.89;699507.8099;1902531.969;2494529.826;777867.8317;438319.7845;1214217.963;2404270.448;3449881.439;352677.3894;3856677.946;1456807.486;2012111.483;2437120.17;3160587.736;2395237.499
Solimoes2;1913445.33;1839863.616;1686266.079;1112133.209;686579.891;456001.1165;825437.3796;1228630.406;3953022.493;2646486.783;795190.0954;2082824.112;2180375.102;2422198.297;671431.553;1542080.05;1309253.088;1228630.406;3071048.061;214926.3219;2277276.184;1382089.347;1334760.371;852768.4649;2685380.277;2948460.534;2268455.033;2512207.33;2260371.589;2948460.534;2407721.886;1682380.351;424258.2112;1686266.079;798183.7481;1461348.301;1432710.268;666721.039;2150792.075;847698.3432;456001.1165;456001.1165;795190.0954;1054114.88;1432710.268;1913445.33;2017440.875;2017440.875;2268455.033;3953022.493;2156010.342;2512207.33;2824204.285;1054114.88;1083971.222;1945150.94;2277276.184;248260.1065;575810.0624;852768.4649;1462478.069;1071749.651;2145108.553;3201621.332;1610959.822;2622673.36;0;872457.7833;1234343.7;1067869.703;1139425.161;2824204.285;248260.1065;0;214926.3219;424258.2112;1067869.703;1461348.301;1945150.94;1262988.112;1682380.351;872457.7833;451247.7034;2150792.075;2246269.72;1026127.938;686579.891;1462478.069;2156010.342;3201621.332;600937.4959;3608417.84;1705067.593;2260371.589;2685380.277;3408847.843;2643497.606
Solimoes3;2128371.652;2054789.938;1901192.401;1327059.531;901506.2128;670927.4383;1040363.701;1013704.084;3738096.171;2861413.105;1010116.417;2297750.434;2395301.424;2637124.619;886357.8748;1757006.372;1524179.41;1013704.084;3285974.383;0;2062349.862;1597015.669;1549686.693;1067694.787;2900306.599;3163386.855;2483381.354;2297281.008;2475297.911;3163386.855;2622648.208;1897306.673;209331.8893;1901192.401;1013110.07;1246421.979;1647636.59;451794.7171;2365718.397;632772.0214;670927.4383;670927.4383;1010116.417;1269041.202;1647636.59;2128371.652;2232367.197;2232367.197;2483381.354;3738096.171;1941084.02;2297281.008;2609277.963;1269041.202;1298897.544;1730224.618;2062349.862;463186.4283;790736.3842;1067694.787;1677404.391;1286675.973;2360034.875;2986695.01;1825886.143;2407747.038;214926.3219;1087384.105;1449270.022;852943.3813;1354351.483;2609277.963;463186.4283;214926.3219;0;209331.8893;852943.3813;1246421.979;1730224.618;1477914.434;1897306.673;1087384.105;236321.3816;2365718.397;2031343.398;1241054.26;901506.2128;1677404.391;1941084.02;2986695.01;815863.8178;3393491.518;1919993.915;2475297.911;2900306.599;3623774.165;2858423.928
Solimoes4;2337703.541;2264121.827;2110524.29;1536391.42;1110838.102;880259.3277;1249695.591;804372.195;3528764.281;3070744.994;1219448.307;2507082.323;2604633.314;2846456.508;1095689.764;1966338.262;1733511.299;804372.195;3495306.272;209331.8893;1853017.973;1806347.558;1759018.583;1277026.676;3109638.488;3372718.745;2692713.244;2087949.119;2684629.8;3372718.745;2831980.097;2106638.562;0;2110524.29;1222441.959;1037090.09;1856968.479;242462.8278;2575050.286;423440.132;880259.3277;880259.3277;1219448.307;1478373.091;1856968.479;2337703.541;2441699.086;2441699.086;2692713.244;3528764.281;1731752.13;2087949.119;2399946.074;1478373.091;1508229.433;1520892.729;1853017.973;672518.3177;1000068.274;1277026.676;1886736.28;1496007.863;2569366.764;2777363.121;2035218.033;2198415.149;424258.2112;1296715.994;1658601.912;643611.492;1563683.373;2399946.074;672518.3177;424258.2112;209331.8893;0;643611.492;1037090.09;1520892.729;1687246.323;2106638.562;1296715.994;26989.49223;2575050.286;1822011.509;1450386.149;1110838.102;1886736.28;1731752.13;2777363.121;1025195.707;3184159.628;2129325.804;2684629.8;3109638.488;3833106.054;3067755.817
Solimoes7;2981315.033;2907733.319;2754135.782;2180002.912;1754449.594;1523870.82;1893307.083;1447983.687;2885152.789;3714356.486;1863059.799;3150693.815;3248244.806;3490068;1739301.256;2609949.754;2377122.791;1447983.687;4138917.764;852943.3813;1209406.481;2449959.05;2402630.075;1920638.168;3753249.98;4016330.237;3336324.736;1444337.627;3328241.292;4016330.237;3475591.589;2750250.054;643611.492;2754135.782;1866053.451;393478.5977;2500579.971;401148.6642;3218661.778;220171.3599;1523870.82;1523870.82;1863059.799;2121984.583;2500579.971;2981315.033;3085310.578;3085310.578;3336324.736;2885152.789;1088140.639;1444337.627;1756334.582;2121984.583;2151840.925;877281.2367;1209406.481;1316129.81;1643679.766;1920638.168;2530347.772;2139619.355;3212978.256;2133751.629;2678829.525;1554803.657;1067869.703;1940327.486;2302213.404;0;2207294.865;1756334.582;1316129.81;1067869.703;852943.3813;643611.492;0;393478.5977;877281.2367;2330857.815;2750250.054;1940327.486;616621.9997;3218661.778;1178400.017;2093997.641;1754449.594;2530347.772;1088140.639;2133751.629;1668807.199;2540548.136;2772937.296;3328241.292;3753249.98;4476717.546;3711367.309
Solimoes8;3374793.631;3301211.917;3147614.38;2573481.51;2147928.192;1917349.417;2286785.68;1841462.285;2491674.192;4107835.084;2256538.396;3544172.413;3641723.403;3883546.598;2132779.854;3003428.351;2770601.389;1841462.285;4532396.362;1246421.979;815927.8832;2843437.648;2796108.672;2314116.766;4146728.578;4409808.834;3729803.333;1050859.029;3721719.89;4409808.834;3869070.187;3143728.652;1037090.09;3147614.38;2259532.049;0;2894058.569;794627.2618;3612140.376;613649.9576;1917349.417;1917349.417;2256538.396;2515463.181;2894058.569;3374793.631;3478789.176;3478789.176;3729803.333;2491674.192;694662.0408;1050859.029;1362855.984;2515463.181;2545319.523;483802.639;815927.8832;1709608.407;2037158.363;2314116.766;2923826.37;2533097.952;3606456.854;1740273.031;3072308.122;1161325.06;1461348.301;2333806.084;2695692.001;393478.5977;2600773.462;1362855.984;1709608.407;1461348.301;1246421.979;1037090.09;393478.5977;0;483802.639;2724336.413;3143728.652;2333806.084;1010100.597;3612140.376;784921.4189;2487476.239;2147928.192;2923826.37;694662.0408;1740273.031;2062285.797;2147069.539;3166415.894;3721719.89;4146728.578;4870196.144;4104845.907
Solimoes9;3858596.27;3785014.556;3631417.019;3057284.149;2631730.831;2401152.056;2770588.319;2325264.924;2007871.553;4591637.723;2740341.035;4027975.052;4125526.042;4367349.237;2616582.493;3487230.99;3254404.028;2325264.924;5016199.001;1730224.618;332125.2442;3327240.287;3279911.311;2797919.405;4630531.217;4893611.473;4213605.972;567056.3902;4205522.529;4893611.473;4352872.826;3627531.291;1520892.729;3631417.019;2743334.688;483802.639;3377861.208;1278429.901;4095943.015;1097452.597;2401152.056;2401152.056;2740341.035;2999265.82;3377861.208;3858596.27;3962591.815;3962591.815;4213605.972;2007871.553;210859.4018;567056.3902;879053.3451;2999265.82;3029122.162;0;332125.2442;2193411.046;2520961.002;2797919.405;3407629.009;3016900.591;4090259.493;1256470.392;3556110.761;677522.4205;1945150.94;2817608.723;3179494.64;877281.2367;3084576.101;879053.3451;2193411.046;1945150.94;1730224.618;1520892.729;877281.2367;483802.639;0;3208139.052;3627531.291;2817608.723;1493903.236;4095943.015;301118.7799;2971278.878;2631730.831;3407629.009;210859.4018;1256470.392;2546088.436;1663266.9;3650218.533;4205522.529;4630531.217;5353998.783;4588648.546
Tapajos1;2307547.232;576875.5036;423277.9669;150854.9033;576408.2212;850103.0184;437550.7326;2491618.518;5216010.605;1471792.776;1189291.997;819835.9998;2574477.004;2816300.199;1437899.452;1936181.952;921366.4407;2491618.518;3465149.963;1477914.434;3540264.296;119101.2352;71772.25934;1619236.364;1422392.165;3342562.435;2662556.935;3775195.442;997383.477;3342562.435;2801823.788;507686.3443;1687246.323;423277.9669;688012.0783;2724336.413;1826812.17;1929709.151;976098.0683;2110686.455;850103.0184;850103.0184;1189291.997;1448216.782;1826812.17;2307547.232;2411542.777;2411542.777;2662556.935;5216010.605;3418998.454;3775195.442;4087192.397;1448216.782;696084.5751;3208139.052;3540264.296;1014728.006;1342277.962;1619236.364;2228945.968;282481.8873;2539210.455;4464609.444;347971.7094;3885661.472;1262988.112;2135445.895;2497331.813;2330857.815;1533527.063;4087192.397;1014728.006;1262988.112;1477914.434;1687246.323;2330857.815;2724336.413;3208139.052;0;507686.3443;2135445.895;1714235.816;976098.0683;3509257.832;236860.174;576408.2212;2228945.968;3418998.454;4464609.444;1367405.395;4871405.952;442079.4808;997383.477;1422392.165;2145859.731;3037599.508
Tapajos2;2726939.471;1084561.848;930964.3112;570247.1423;995800.4602;1269495.257;856942.9716;2911010.757;5635402.844;964106.4317;1608684.236;1327522.344;2993869.243;3235692.438;1857291.691;2355574.191;1340758.68;2911010.757;3884542.202;1897306.673;3959656.535;626787.5795;579458.6037;2038628.603;1930078.509;3761954.675;3081949.174;4194587.681;1505069.821;3761954.675;3221216.027;0;2106638.562;930964.3112;1107404.317;3143728.652;2246204.409;2349101.39;468411.724;2530078.694;1269495.257;1269495.257;1608684.236;1867609.021;2246204.409;2726939.471;2830935.016;2830935.016;3081949.174;5635402.844;3838390.693;4194587.681;4506584.636;1867609.021;1115476.814;3627531.291;3959656.535;1434120.245;1761670.201;2038628.603;2648338.207;701874.1263;2958602.694;4884001.683;855658.0537;4305053.711;1682380.351;2554838.134;2916724.052;2750250.054;1952919.302;4506584.636;1434120.245;1682380.351;1897306.673;2106638.562;2750250.054;3143728.652;3627531.291;507686.3443;0;2554838.134;2133628.055;468411.724;3928650.071;656252.413;995800.4602;2648338.207;3838390.693;4884001.683;1786797.634;5290798.191;949765.8252;1505069.821;1930078.509;2653546.075;3456991.747
Tapaua;2785903.113;2712321.399;2558723.862;1984590.992;1559037.674;1328458.9;1697895.163;2101088.19;4825480.276;3518944.566;1667647.879;2955281.895;3052832.886;3294656.08;1543889.336;2414537.834;2181710.871;2101088.19;3943505.844;1087384.105;3149733.967;2254547.131;2207218.155;1725226.248;3557838.06;3820918.317;3140912.816;3384665.113;3132829.372;3820918.317;3280179.669;2554838.134;1296715.994;2558723.862;1670641.531;2333806.084;2305168.051;1539178.822;3023249.858;1720156.127;1328458.9;1328458.9;1667647.879;1926572.663;2305168.051;2785903.113;2889898.658;2889898.658;3140912.816;4825480.276;3028468.125;3384665.113;3696662.068;1926572.663;1956429.005;2817608.723;3149733.967;1120717.89;1448267.846;1725226.248;2334935.853;1944207.435;3017566.336;4074079.115;2483417.605;3495131.144;872457.7833;0;361885.9172;1940327.486;2011882.945;3696662.068;1120717.89;872457.7833;1087384.105;1296715.994;1940327.486;2333806.084;2817608.723;2135445.895;2554838.134;0;1323705.487;3023249.858;3118727.503;1898585.721;1559037.674;2334935.853;3028468.125;4074079.115;1473395.279;4480875.623;2577525.376;3132829.372;3557838.06;4281305.626;3515955.389
Tefe;2364693.034;2291111.319;2137513.782;1563380.912;1137827.594;907248.8199;1276685.083;831361.6873;3501774.789;3097734.486;1246437.799;2534071.815;2631622.806;2873446.001;1122679.256;1993327.754;1760500.791;831361.6873;3522295.764;236321.3816;1826028.481;1833337.051;1786008.075;1304016.168;3136627.98;3399708.237;2719702.736;2060959.627;2711619.293;3399708.237;2858969.589;2133628.055;26989.49223;2137513.782;1249431.452;1010100.597;1883957.971;215473.3355;2602039.779;396450.6398;907248.8199;907248.8199;1246437.799;1505362.583;1883957.971;2364693.034;2468688.579;2468688.579;2719702.736;3501774.789;1704762.638;2060959.627;2372956.581;1505362.583;1535218.925;1493903.236;1826028.481;699507.8099;1027057.766;1304016.168;1913725.773;1522997.355;2596356.256;2750373.629;2062207.525;2171425.657;451247.7034;1323705.487;1685591.404;616621.9997;1590672.865;2372956.581;699507.8099;451247.7034;236321.3816;26989.49223;616621.9997;1010100.597;1493903.236;1714235.816;2133628.055;1323705.487;0;2602039.779;1795022.016;1477375.642;1137827.594;1913725.773;1704762.638;2750373.629;1052185.199;3157170.136;2156315.296;2711619.293;3136627.98;3860095.546;3094745.309
Teles_Pires;3195351.195;1552973.572;1399376.035;1038658.866;1464212.184;1737906.981;1325354.696;3379422.481;6103814.568;495694.7078;2077095.96;1795934.068;3462280.967;3704104.162;2325703.415;2823985.915;1809170.404;3379422.481;4352953.926;2365718.397;4428068.259;1095199.303;1047870.328;2507040.327;2398490.233;4230366.399;3550360.898;4662999.405;1973481.545;4230366.399;3689627.751;468411.724;2575050.286;1399376.035;1575816.041;3612140.376;2714616.133;2817513.114;0;2998490.418;1737906.981;1737906.981;2077095.96;2336020.745;2714616.133;3195351.195;3299346.74;3299346.74;3550360.898;6103814.568;4306802.417;4662999.405;4974996.36;2336020.745;1583888.538;4095943.015;4428068.259;1902531.969;2230081.925;2507040.327;3116749.931;1170285.85;3427014.418;5352413.407;1324069.778;4773465.435;2150792.075;3023249.858;3385135.776;3218661.778;2421331.026;4974996.36;1902531.969;2150792.075;2365718.397;2575050.286;3218661.778;3612140.376;4095943.015;976098.0683;468411.724;3023249.858;2602039.779;0;4397061.795;1124664.137;1464212.184;3116749.931;4306802.417;5352413.407;2255209.358;5759209.915;1418177.549;1973481.545;2398490.233;3121957.799;3925403.471
Tigre;4159715.05;4086133.335;3932535.799;3358402.929;2932849.611;2702270.836;3071707.099;2626383.704;1887271.529;4892756.503;3041459.815;4329093.832;4426644.822;4668468.017;2917701.273;3788349.77;3555522.807;2626383.704;5317317.781;2031343.398;633244.0242;3628359.067;3581030.091;3099038.185;4931649.997;5194730.253;4514724.752;265937.6102;4506641.309;5194730.253;4653991.605;3928650.071;1822011.509;3932535.799;3044453.468;784921.4189;3678979.988;1579548.681;4397061.795;1398571.377;2702270.836;2702270.836;3041459.815;3300384.6;3678979.988;4159715.05;4263710.595;4263710.595;4514724.752;1887271.529;90259.37808;265937.6102;577934.5652;3300384.6;3330240.942;301118.7799;633244.0242;2494529.826;2822079.782;3099038.185;3708747.789;3318019.371;4391378.272;1135870.369;3857229.541;376403.6406;2246269.72;3118727.503;3480613.42;1178400.017;3385694.881;577934.5652;2494529.826;2246269.72;2031343.398;1822011.509;1178400.017;784921.4189;301118.7799;3509257.832;3928650.071;3118727.503;1795022.016;4397061.795;0;3272397.658;2932849.611;3708747.789;90259.37808;1135870.369;2847207.216;1542666.876;3951337.313;4506641.309;4931649.997;5655117.563;4889767.326
Trombetas1;2070687.058;813735.6776;660138.1409;86005.27069;339548.0472;613242.8444;200690.5586;2254758.344;4979150.431;1620358.845;952431.8233;1056696.174;2337616.83;2579440.025;1201039.278;1699321.778;684506.2667;2254758.344;3228289.789;1241054.26;3303404.122;355961.4091;308632.4333;1382376.19;1659252.339;3105702.262;2425696.761;3538335.268;1234243.651;3105702.262;2564963.614;656252.413;1450386.149;660138.1409;451151.9043;2487476.239;1589951.996;1692848.977;1124664.137;1873826.281;613242.8444;613242.8444;952431.8233;1211356.608;1589951.996;2070687.058;2174682.603;2174682.603;2425696.761;4979150.431;3182138.28;3538335.268;3850332.223;1211356.608;459224.4011;2971278.878;3303404.122;777867.8317;1105417.788;1382376.19;1992085.794;45621.71329;2302350.281;4227749.27;584831.8834;3648801.298;1026127.938;1898585.721;2260471.639;2093997.641;1296666.889;3850332.223;777867.8317;1026127.938;1241054.26;1450386.149;2093997.641;2487476.239;2971278.878;236860.174;656252.413;1898585.721;1477375.642;1124664.137;3272397.658;0;339548.0472;1992085.794;3182138.28;4227749.27;1130545.221;4634545.778;678939.6548;1234243.651;1659252.339;2382719.905;2800739.334
Uatuma1;1731139.011;1153283.725;999686.1881;425553.3179;0;273694.7973;138857.4886;1915210.297;4639602.384;1959906.892;612883.7762;1396244.221;1998068.783;2239891.978;861491.231;1359773.731;622673.1967;1915210.297;2888741.742;901506.2128;2963856.075;695509.4563;648180.4805;1042828.143;1998800.386;2766154.214;2086148.713;3198787.221;1573791.698;2766154.214;2225415.566;995800.4602;1110838.102;999686.1881;111603.8571;2147928.192;1250403.949;1353300.93;1464212.184;1534278.234;273694.7973;273694.7973;612883.7762;871808.5608;1250403.949;1731139.011;1835134.556;1835134.556;2086148.713;4639602.384;2842590.233;3198787.221;3510784.176;871808.5608;397391.3311;2631730.831;2963856.075;438319.7845;765869.7404;1042828.143;1652537.747;385169.7605;1962802.234;3888201.223;924379.9306;3309253.251;686579.891;1559037.674;1920923.591;1754449.594;957118.8422;3510784.176;438319.7845;686579.891;901506.2128;1110838.102;1754449.594;2147928.192;2631730.831;576408.2212;995800.4602;1559037.674;1137827.594;1464212.184;2932849.611;339548.0472;0;1652537.747;2842590.233;3888201.223;790997.1739;4294997.731;1018487.702;1573791.698;1998800.386;2722267.952;2461191.287
Uaupes;2879403.186;2805821.472;2652223.935;2078091.065;1652537.747;1421958.973;1791395.236;2691108.475;5415500.562;3612444.639;1761147.952;3048781.968;3146332.959;3388156.153;791046.5163;2508037.907;2275210.944;2691108.475;4037005.917;1677404.391;3739754.253;2348047.204;2300718.228;609709.6043;3651338.133;3914418.39;3234412.889;3974685.399;3226329.445;3914418.39;3373679.742;2648338.207;1886736.28;2652223.935;1764141.604;2923826.37;2398668.124;2129199.108;3116749.931;2310176.412;1421958.973;1421958.973;1761147.952;2020072.736;2398668.124;2879403.186;2983398.731;2983398.731;3234412.889;5415500.562;3618488.411;3974685.399;4286682.354;2020072.736;2049929.078;3407629.009;3739754.253;1214217.963;886668.0069;609709.6043;0;2037707.508;3111066.409;4664099.401;2576917.678;4085151.43;1462478.069;2334935.853;2696821.77;2530347.772;2105383.018;4286682.354;1214217.963;1462478.069;1677404.391;1886736.28;2530347.772;2923826.37;3407629.009;2228945.968;2648338.207;2334935.853;1913725.773;3116749.931;3708747.789;1992085.794;1652537.747;0;3618488.411;4664099.401;861540.5733;5070895.909;2671025.449;3226329.445;3651338.133;4374805.699;3609455.462
Ucayali1;4069455.672;3995873.957;3842276.421;3268143.55;2842590.233;2612011.458;2981447.721;2536124.325;1797012.151;4802497.125;2951200.437;4238834.454;4336385.444;4578208.639;2827441.895;3698090.392;3465263.429;2536124.325;5227058.403;1941084.02;542984.6461;3538099.689;3490770.713;3008778.807;4841390.619;5104470.875;4424465.374;356196.9883;4416381.931;5104470.875;4563732.227;3838390.693;1731752.13;3842276.421;2954194.09;694662.0408;3588720.61;1489289.303;4306802.417;1308311.998;2612011.458;2612011.458;2951200.437;3210125.222;3588720.61;4069455.672;4173451.217;4173451.217;4424465.374;1797012.151;0;356196.9883;668193.9432;3210125.222;3239981.564;210859.4018;542984.6461;2404270.448;2731820.404;3008778.807;3618488.411;3227759.993;4301118.894;1045610.99;3766970.163;466663.0187;2156010.342;3028468.125;3390354.042;1088140.639;3295435.503;668193.9432;2404270.448;2156010.342;1941084.02;1731752.13;1088140.639;694662.0408;210859.4018;3418998.454;3838390.693;3028468.125;1704762.638;4306802.417;90259.37808;3182138.28;2842590.233;3618488.411;0;1045610.99;2756947.838;1452407.498;3861077.935;4416381.931;4841390.619;5564858.185;4799507.947
